Paragraph,CF – Contribution flow,CT – Choose a task,FM – Find a mentor,TC – Talk to the community,BW – Build local workspace,DC – Deal with the code,SC – Submit the changes,University,Author,Filename,Paragraph Index,Document
"Discussion about code base improvements happens in GitHub issues and on pull
requests.

The developer
[mailing list](https://lists.linuxfoundation.org/mailman/listinfo/bitcoin-dev)
should be used to discuss complicated or controversial changes before working on
a patch set.
",0,0,0,1,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,7,CONTRIBUTING
"Contributor Workflow
--------------------

The codebase is maintained using the ""contributor workflow"" where everyone
without exception contributes patch proposals using ""pull requests"". This
facilitates social contribution, easy testing and peer review.",1,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,8,CONTRIBUTING
"To contribute a patch, the workflow is as follows:

  1. Fork repository
  1. Create topic branch
  1. Commit patches",1,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,9,CONTRIBUTING
"The project coding conventions in the [developer notes](doc/developer-notes.md)
must be adhered to.",0,0,0,0,0,1,0,usp,student_a,bitcoin_bitcoin.xlsx,10,CONTRIBUTING
"In general [commits should be atomic](https://en.wikipedia.org/wiki/Atomic_commit#Atomic_commit_convention)
and diffs should be easy to read. For this reason do not mix any formatting
fixes or code moves with actual code changes.",0,0,0,0,0,1,0,usp,student_a,bitcoin_bitcoin.xlsx,11,CONTRIBUTING
"Commit messages should be verbose by default consisting of a short subject line
(50 chars max), a blank line and detailed explanatory text as separate
paragraph(s), unless the title alone is self-explanatory (like ""Corrected typo
in init.cpp"") in which case a single title line is sufficient. Commit messages should be
helpful to people reading your code in the future, so explain the reasoning for
your decisions. Further explanation [here](https://chris.beams.io/posts/git-commit/).
",0,0,0,0,0,0,1,usp,student_a,bitcoin_bitcoin.xlsx,12,CONTRIBUTING
"If a particular commit references another issue, please add the reference. For
example: `refs #1234` or `fixes #4321`. Using the `fixes` or `closes` keywords
will cause the corresponding issue to be closed when the pull request is merged.",0,0,0,0,0,0,1,usp,student_a,bitcoin_bitcoin.xlsx,13,CONTRIBUTING
Commit messages should never contain any `@` mentions.,0,0,0,0,0,0,1,usp,student_a,bitcoin_bitcoin.xlsx,14,CONTRIBUTING
"Please refer to the [Git manual](https://git-scm.com/doc) for more information
about Git.

  - Push changes to your fork
  - Create pull request",0,0,0,0,0,0,1,usp,student_a,bitcoin_bitcoin.xlsx,15,CONTRIBUTING
"The title of the pull request should be prefixed by the component or area that
the pull request affects. Valid areas as:

  - *Consensus* for changes to consensus critical code
  - *Docs* for changes to the documentation
  - *Qt* for changes to bitcoin-qt
  - *Mining* for changes to the mining code
  - *Net* or *P2P* for changes to the peer-to-peer network code
  - *RPC/REST/ZMQ* for changes to the RPC, REST or ZMQ APIs
  - *Scripts and tools* for changes to the scripts and tools
  - *Tests* for changes to the bitcoin unit tests or QA tests
  - *Trivial* should **only** be used for PRs that do not change generated
    executable code. Notably, refactors (change of function arguments and code
    reorganization) and changes in behavior should **not** be marked as trivial.
    Examples of trivial PRs are changes to:
    - comments
    - whitespace
    - variable names
    - logging and messages
  - *Utils and libraries* for changes to the utils and libraries
  - *Wallet* for changes to the wallet code
",0,0,0,0,0,0,1,usp,student_a,bitcoin_bitcoin.xlsx,16,CONTRIBUTING
"Examples:

    Consensus: Add new opcode for BIP-XXXX OP_CHECKAWESOMESIG
    Net: Automatically create hidden service, listen on Tor
    Qt: Add feed bump button
    Trivial: Fix typo in init.cpp",0,0,0,0,0,0,1,usp,student_a,bitcoin_bitcoin.xlsx,17,CONTRIBUTING
"Note that translations should not be submitted as pull requests, please see
[Translation Process](https://github.com/bitcoin/bitcoin/blob/master/doc/translation_process.md) 
for more information on helping with translations.",0,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,18,CONTRIBUTING
"If a pull request is not to be considered for merging (yet), please
prefix the title with [WIP] or use [Tasks Lists](https://help.github.com/articles/basic-writing-and-formatting-syntax/#task-lists)
in the body of the pull request to indicate tasks are pending.",0,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,19,CONTRIBUTING
"The body of the pull request should contain enough description about what the
patch does together with any justification/reasoning. You should include
references to any discussions (for example other tickets or mailing list
discussions).",0,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,20,CONTRIBUTING
"At this stage one should expect comments and review from other contributors. You
can add more commits to your pull request by committing them locally and pushing
to your fork until you have satisfied all feedback.",0,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,21,CONTRIBUTING
"Note: Code review is a burdensome but important part of the development process, and as such, certain types of pull requests are rejected. In general, if the **improvements** do not warrant the **review effort** required, the PR has a high chance of being rejected. It is up to the PR author to convince the reviewers that the changes warrant the review effort, and if reviewers are ""Concept NAK'ing"" the PR, the author may need to present arguments and/or do research backing their suggested changes.",0,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,22,CONTRIBUTING
"Squashing Commits
---------------------------
If your pull request is accepted for merging, you may be asked by a maintainer
to squash and or [rebase](https://git-scm.com/docs/git-rebase) your commits
before it will be merged. The basic squashing workflow is shown below.

    git checkout your_branch_name
    git rebase -i HEAD~n
    # n is normally the number of commits in the pull request.
    # Set commits (except the one in the first line) from 'pick' to 'squash', save and quit.
    # On the next screen, edit/refine commit messages.
    # Save and quit.
    git push -f # (force push to GitHub)",0,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,23,CONTRIBUTING
"Please update the resulting commit message if needed, it should read as a
coherent message. In most cases this means that you should not just list the
interim commits.",0,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,24,CONTRIBUTING
"If you have problems with squashing (or other workflows with `git`), you can
alternatively enable ""Allow edits from maintainers"" in the right GitHub
sidebar and ask for help in the pull request.",0,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,25,CONTRIBUTING
"Please refrain from creating several pull requests for the same change.
Use the pull request that is already open (or was created earlier) to amend
changes. This preserves the discussion and review that happened earlier for
the respective change set.",0,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,26,CONTRIBUTING
"The length of time required for peer review is unpredictable and will vary from
pull request to pull request.",0,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,27,CONTRIBUTING
"Pull Request Philosophy
-----------------------

Patchsets should always be focused. For example, a pull request could add a
feature, fix a bug, or refactor code; but not a mixture. Please also avoid super
pull requests which attempt to do too much, are overly large, or overly complex
as this makes review difficult.",0,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,28,CONTRIBUTING
"### Features

When adding a new feature, thought must be given to the long term technical debt
and maintenance that feature may require after inclusion. Before proposing a new
feature that will require maintenance, please consider if you are willing to
maintain it (including bug fixing). If features get orphaned with no maintainer
in the future, they may be removed by the Repository Maintainer.",0,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,29,CONTRIBUTING
"### Refactoring

Refactoring is a necessary part of any software project's evolution. The
following guidelines cover refactoring pull requests for the project.",0,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,30,CONTRIBUTING
"There are three categories of refactoring, code only moves, code style fixes,
code refactoring. In general refactoring pull requests should not mix these
three kinds of activity in order to make refactoring pull requests easy to
review and uncontroversial. In all cases, refactoring PRs must not change the
behaviour of code within the pull request (bugs must be preserved as is).",0,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,31,CONTRIBUTING
"Project maintainers aim for a quick turnaround on refactoring pull requests, so
where possible keep them short, uncomplex and easy to verify.",0,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,32,CONTRIBUTING
"Pull requests that refactor the code should not be made by new contributors. It
requires a certain level of experience to know where the code belongs to and to
understand the full ramification (including rebase effort of open pull requests).",0,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,33,CONTRIBUTING
"Trivial pull requests or pull requests that refactor the code with no clear
benefits may be immediately closed by the maintainers to reduce unnecessary
workload on reviewing.",0,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,34,CONTRIBUTING
"""Decision Making"" Process
-------------------------

The following applies to code changes to the Bitcoin Core project (and related
projects such as libsecp256k1), and is not to be confused with overall Bitcoin
Network Protocol consensus changes.",0,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,35,CONTRIBUTING
"Whether a pull request is merged into Bitcoin Core rests with the project merge
maintainers and ultimately the project lead.
",0,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,36,CONTRIBUTING
"Maintainers will take into consideration if a patch is in line with the general
principles of the project; meets the minimum standards for inclusion; and will
judge the general consensus of contributors.",0,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,37,CONTRIBUTING
"In general, all pull requests must:

  - Have a clear use case, fix a demonstrable bug or serve the greater good of
    the project (for example refactoring for modularisation);
  - Be well peer reviewed;
  - Have unit tests and functional tests where appropriate;
  - Follow code style guidelines ([C++](doc/developer-notes.md), [functional tests](test/functional/README.md));
  - Not break the existing test suite;
  - Where bugs are fixed, where possible, there should be unit tests
    demonstrating the bug and also proving the fix. This helps prevent regression.",0,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,38,CONTRIBUTING
"Patches that change Bitcoin consensus rules are considerably more involved than
normal because they affect the entire ecosystem and so must be preceded by
extensive mailing list discussions and have a numbered BIP. While each case will
be different, one should be prepared to expend more time and effort than for
other kinds of patches because of increased peer review and consensus building
requirements.",0,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,39,CONTRIBUTING
"### Peer Review

Anyone may participate in peer review which is expressed by comments in the pull
request. Typically reviewers will review the code for obvious errors, as well as
test out the patch set and opine on the technical merits of the patch. Project
maintainers take into account the peer review when determining if there is
consensus to merge a pull request (remember that discussions may have been
spread out over GitHub, mailing list and IRC discussions).",0,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,40,CONTRIBUTING
"The following
language is used within pull-request comments:

  - (t)ACK means ""I have tested the code and I agree it should be merged"", involving
    change-specific manual testing in addition to running the unit and functional
    tests, and in case it is not obvious how the manual testing was done, it should
    be described;
  - NACK means ""I disagree this should be merged"", and must be accompanied by
    sound technical justification (or in certain cases of copyright/patent/licensing
    issues, legal justification). NACKs without accompanying reasoning may be
    disregarded;
  - utACK means ""I have not tested the code, but I have reviewed it and it looks
    OK, I agree it can be merged"";
  - Concept ACK means ""I agree in the general principle of this pull request"";
  - Nit refers to trivial, often non-blocking issues.",0,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,41,CONTRIBUTING
Reviewers should include the commit hash which they reviewed in their comments.,0,0,0,0,0,0,0,usp,student_a,bitcoin_bitcoin.xlsx,42,CONTRIBUTING
